Customer No.,Exposure at Default (in lakh Rs.),Recovery (%),Probability of Default,
5921,10.35,34.22%,0.0065,0.044253495
5921 Sum,,,,0.044253495
5922,15.58,32.06%,0.0095,0.100557994
5922 Sum,,,,0.100557994
5923,11.88,35.59%,0.001,0.007651908
5923 Sum,,,,0.007651908
5924,13.41,36.21%,0.0013,0.0111205107
5924 Sum,,,,0.0111205107
5925,10.32,7.40%,0.0092,0.087918144
5925 Sum,,,,0.087918144
5926,11.35,5.69%,0.0051,0.0545913435
5926 Sum,,,,0.0545913435
5927,9.23,34.60%,0.0057,0.034407594
5927 Sum,,,,0.034407594
5928,8.55,16.09%,0.007,0.050220135
5928 Sum,,,,0.050220135
5929,19.09,24.50%,0.0027,0.038914965
5929 Sum,,,,0.038914965
5930,20.83,7.61%,0.0016,0.0307917392
5930 Sum,,,,0.0307917392
5931,10.03,37.34%,0.0042,0.0263961516
5931 Sum,,,,0.0263961516
5932,17.31,1.06%,0.0015,0.025689771
5932 Sum,,,,0.025689771
5933,23.82,1.33%,0.0089,0.2091784266
5933 Sum,,,,0.2091784266
5934,1.82,35.03%,0.0003,0.0003547362
5934 Sum,,,,0.0003547362
5935,8.91,11.46%,0.0092,0.0725780088
5935 Sum,,,,0.0725780088
5936,5.96,29.52%,0.0045,0.018902736
5936 Sum,,,,0.018902736
5937,13.97,34.72%,0.0007,0.0063837312
5937 Sum,,,,0.0063837312
5938,3.95,19.83%,0.0096,0.030400464
5938 Sum,,,,0.030400464
5939,7.95,13.92%,0.0054,0.036954144
5939 Sum,,,,0.036954144
5940,8.92,26.56%,0.0035,0.022927968
5940 Sum,,,,0.022927968
5941,11.78,11.89%,0.006,0.062276148
5941 Sum,,,,0.062276148
5942,10.7,27.45%,0.0008,0.00621028
5942 Sum,,,,0.00621028
5943,2.83,32.00%,0.0042,0.00808248
5943 Sum,,,,0.00808248
5944,9.8,36.65%,0.0037,0.02297071
5944 Sum,,,,0.02297071
5945,11.11,23.82%,0.0066,0.0558597468
5945 Sum,,,,0.0558597468
5946,19.82,39.62%,0.0079,0.0945417964
5946 Sum,,,,0.0945417964
5947,16.21,28.82%,0.0016,0.0184612448
5947 Sum,,,,0.0184612448
5948,7.95,16.94%,0.0055,0.036317985
5948 Sum,,,,0.036317985
5949,10.87,22.49%,0.0046,0.0387565502
5949 Sum,,,,0.0387565502
5950,15.04,21.42%,0.0048,0.0567284736
5950 Sum,,,,0.0567284736
5951,22.11,25.42%,0.0061,0.1005867918
5951 Sum,,,,0.1005867918
5952,19.59,2.10%,0.0045,0.086303745
5952 Sum,,,,0.086303745
5953,3.83,9.01%,0.0084,0.0292733028
5953 Sum,,,,0.0292733028
5954,4.27,36.20%,0.0055,0.01498343
5954 Sum,,,,0.01498343
5955,17.34,13.20%,0.002,0.03010224
5955 Sum,,,,0.03010224
5956,5.27,24.30%,0.0038,0.015159682
5956 Sum,,,,0.015159682
5957,2.7,8.37%,0.0037,0.009153837
5957 Sum,,,,0.009153837
5958,13.9,14.01%,0.0088,0.105182968
5958 Sum,,,,0.105182968
5959,11.17,35.37%,0.0091,0.0656944561
5959 Sum,,,,0.0656944561
5960,1.22,12.23%,0.0009,0.0009637146
5960 Sum,,,,0.0009637146
5961,9.38,7.20%,0.0097,0.084435008
5961 Sum,,,,0.084435008
5962,23.37,35.43%,0.0093,0.1403370837
5962 Sum,,,,0.1403370837
5963,9.57,39.04%,0.0053,0.0309195216
5963 Sum,,,,0.0309195216
5964,21,11.99%,0.0032,0.05914272
5964 Sum,,,,0.05914272
5965,23.91,8.12%,0.0078,0.1713543624
5965 Sum,,,,0.1713543624
5966,0.17,6.56%,0.0074,0.0011754752
5966 Sum,,,,0.0011754752
5967,13.29,1.94%,0.0057,0.0742833918
5967 Sum,,,,0.0742833918
5968,16.02,3.47%,0.0097,0.1500018282
5968 Sum,,,,0.1500018282
5969,24.28,18.29%,0.0019,0.0376944572
5969 Sum,,,,0.0376944572
5970,22.37,33.21%,0.0008,0.0119527384
5970 Sum,,,,0.0119527384
5971,1.48,33.93%,0.0028,0.0027379408
5971 Sum,,,,0.0027379408
5972,0.31,25.91%,0.0017,0.0003904543
5972 Sum,,,,0.0003904543
5973,20.04,24.01%,0.002,0.030456792
5973 Sum,,,,0.030456792
5974,12.03,18.21%,0.0038,0.0373894806
5974 Sum,,,,0.0373894806
5975,6.42,6.98%,0.0008,0.0047775072
5975 Sum,,,,0.0047775072
5976,9.79,18.00%,0.0052,0.04174456
5976 Sum,,,,0.04174456
5977,2.55,37.42%,0.0084,0.013404636
5977 Sum,,,,0.013404636
5978,16.62,7.50%,0.007,0.1076145
5978 Sum,,,,0.1076145
5979,15.57,16.89%,0.0079,0.1022277933
5979 Sum,,,,0.1022277933
5980,3.97,9.93%,0.003,0.010727337
5980 Sum,,,,0.010727337
5981,21.03,22.57%,0.004,0.065134116
5981 Sum,,,,0.065134116
5982,21.54,37.12%,0.0061,0.0826205472
5982 Sum,,,,0.0826205472
5983,24.02,36.87%,0.0018,0.0272948868
5983 Sum,,,,0.0272948868
5984,13.48,6.58%,0.0078,0.0982255248
5984 Sum,,,,0.0982255248
5985,3.64,5.94%,0.007,0.023966488
5985 Sum,,,,0.023966488
5986,24.01,25.54%,0.0079,0.1412349834
5986 Sum,,,,0.1412349834
5987,19.05,17.16%,0.0088,0.138872976
5987 Sum,,,,0.138872976
5988,21.3,18.44%,0.0022,0.038219016
5988 Sum,,,,0.038219016
5989,21.26,4.25%,0.0043,0.087532735
5989 Sum,,,,0.087532735
5990,8.88,39.01%,0.0029,0.0157061448
5990 Sum,,,,0.0157061448
5991,0.58,28.60%,0.0087,0.003602844
5991 Sum,,,,0.003602844
5992,17.38,23.63%,0.0034,0.0451285604
5992 Sum,,,,0.0451285604
5993,4.77,17.77%,0.0058,0.0227497518
5993 Sum,,,,0.0227497518
5994,15.18,34.86%,0.0027,0.0266982804
5994 Sum,,,,0.0266982804
5995,4.81,25.95%,0.0034,0.012110137
5995 Sum,,,,0.012110137
5996,24.4,35.37%,0.0006,0.009461832
5996 Sum,,,,0.009461832
5997,12.98,38.87%,0.0015,0.011902011
5997 Sum,,,,0.011902011
5998,14.67,25.60%,0.0053,0.057846744
5998 Sum,,,,0.057846744
5999,6.5,34.85%,0.0065,0.027525875
5999 Sum,,,,0.027525875
6000,21.67,11.65%,0.0038,0.072752691
6000 Sum,,,,0.072752691
6001,14.73,23.18%,0.0088,0.0995771568
6001 Sum,,,,0.0995771568
6002,1.63,20.46%,0.0019,0.0024633538
6002 Sum,,,,0.0024633538
6003,21.26,5.64%,0.0067,0.1344082712
6003 Sum,,,,0.1344082712
6004,9.33,10.66%,0.0076,0.0633492072
6004 Sum,,,,0.0633492072
6005,1.92,24.88%,0.0077,0.0111057408
6005 Sum,,,,0.0111057408
6006,0.65,9.19%,0.0056,0.003305484
6006 Sum,,,,0.003305484
6007,0.1,17.73%,0.0068,0.000559436
6007 Sum,,,,0.000559436
6008,23.95,34.49%,0.0089,0.1396378405
6008 Sum,,,,0.1396378405
6009,0.15,18.78%,0.0036,0.000438588
6009 Sum,,,,0.000438588
6010,22.19,19.47%,0.0052,0.0929219564
6010 Sum,,,,0.0929219564
6011,10.06,35.48%,0.0099,0.0642580488
6011 Sum,,,,0.0642580488
6012,12.9,13.21%,0.0098,0.109719918
6012 Sum,,,,0.109719918
6013,2.78,9.97%,0.0059,0.0147667206
6013 Sum,,,,0.0147667206
6014,3.58,35.36%,0.0073,0.0168930176
6014 Sum,,,,0.0168930176
6015,11.88,17.44%,0.0077,0.0755225856
6015 Sum,,,,0.0755225856
6016,1.07,0.97%,0.0094,0.0099604374
6016 Sum,,,,0.0099604374
6017,4.08,38.26%,0.0042,0.0105797664
6017 Sum,,,,0.0105797664
6018,11.19,15.02%,0.0091,0.0865342842
6018 Sum,,,,0.0865342842
6019,15.26,3.04%,0.0077,0.1139299392
6019 Sum,,,,0.1139299392
6020,16.22,2.15%,0.0049,0.077769223
6020 Sum,,,,0.077769223
6021,22.23,29.13%,0.0029,0.0456877629
6021 Sum,,,,0.0456877629
6022,19.6,12.64%,0,0
6022 Sum,,,,0
6023,11.06,36.48%,0.009,0.063227808
6023 Sum,,,,0.063227808
6024,8.09,39.44%,0.0009,0.0044093736
6024 Sum,,,,0.0044093736
6025,20.78,7.55%,0.0052,0.099897772
6025 Sum,,,,0.099897772
6026,4.52,17.52%,0.008,0.029824768
6026 Sum,,,,0.029824768
6027,11.26,10.40%,0.0065,0.06557824
6027 Sum,,,,0.06557824
6028,20.81,1.19%,0.0069,0.1418802909
6028 Sum,,,,0.1418802909
6029,14.16,29.47%,0.0017,0.0169779816
6029 Sum,,,,0.0169779816
6030,21.24,9.31%,0.0056,0.1078703136
6030 Sum,,,,0.1078703136
6031,15.29,1.53%,0.0027,0.0406513701
6031 Sum,,,,0.0406513701
6032,9.98,2.89%,0.0081,0.0785017818
6032 Sum,,,,0.0785017818
6033,18.05,1.57%,0.0099,0.1758894885
6033 Sum,,,,0.1758894885
6034,19.37,16.70%,0.0025,0.040338025
6034 Sum,,,,0.040338025
6035,1.01,14.67%,0.0042,0.0036196986
6035 Sum,,,,0.0036196986
6036,9.26,27.92%,0.0081,0.0540643248
6036 Sum,,,,0.0540643248
6037,20.16,29.64%,0.0054,0.0765967104
6037 Sum,,,,0.0765967104
6038,15.17,0.90%,0.0081,0.121771107
6038 Sum,,,,0.121771107
6039,24.23,2.76%,0.0093,0.2191196436
6039 Sum,,,,0.2191196436
6040,22.94,35.93%,0.0095,0.139627751
6040 Sum,,,,0.139627751
6041,17.21,15.42%,0.0054,0.0786035772
6041 Sum,,,,0.0786035772
6042,24.69,32.31%,0.0018,0.0300827898
6042 Sum,,,,0.0300827898
6043,4.31,9.47%,0.0083,0.0323852969
6043 Sum,,,,0.0323852969
6044,12.08,23.31%,0.0084,0.0778188768
6044 Sum,,,,0.0778188768
6045,24.49,3.29%,0.0033,0.0781581207
6045 Sum,,,,0.0781581207
6046,9.91,4.80%,0.0085,0.08019172
6046 Sum,,,,0.08019172
6047,24.17,25.70%,0.0098,0.175991438
6047 Sum,,,,0.175991438
6048,4.65,24.87%,0.0087,0.0303938415
6048 Sum,,,,0.0303938415
6049,16.61,11.93%,0.0036,0.0526623372
6049 Sum,,,,0.0526623372
6050,17.3,2.16%,0.0072,0.121869504
6050 Sum,,,,0.121869504
6051,14.27,30.72%,0.0023,0.0227383888
6051 Sum,,,,0.0227383888
6052,8.14,23.76%,0.0019,0.0117912784
6052 Sum,,,,0.0117912784
6053,8.64,12.41%,0.0069,0.0522176544
6053 Sum,,,,0.0522176544
6054,7.35,26.39%,0.0042,0.022723407
6054 Sum,,,,0.022723407
6055,1.88,7.84%,0.0004,0.0006930432
6055 Sum,,,,0.0006930432
6056,15.59,22.31%,0.0081,0.0981061551
6056 Sum,,,,0.0981061551
6057,17.03,20.59%,0.0047,0.0635605581
6057 Sum,,,,0.0635605581
6058,14.85,32.99%,0.0014,0.013931379
6058 Sum,,,,0.013931379
6059,16.1,25.22%,0.0003,0.003611874
6059 Sum,,,,0.003611874
6060,11.94,29.87%,0.001,0.008373522
6060 Sum,,,,0.008373522
6061,19.58,29.55%,0.0043,0.059314673
6061 Sum,,,,0.059314673
6062,7.28,39.13%,0.0037,0.0163959432
6062 Sum,,,,0.0163959432
6063,13.31,22.79%,0.0093,0.0955728543
6063 Sum,,,,0.0955728543
6064,11.87,29.05%,0.0055,0.0463197075
6064 Sum,,,,0.0463197075
6065,20.49,35.52%,0.0005,0.006605976
6065 Sum,,,,0.006605976
6066,14.42,34.87%,0.0027,0.0253577142
6066 Sum,,,,0.0253577142
6067,23.43,17.38%,0.0001,0.0019357866
6067 Sum,,,,0.0019357866
6068,5.93,29.01%,0.0022,0.0092613554
6068 Sum,,,,0.0092613554
6069,5.15,27.93%,0.0042,0.015588741
6069 Sum,,,,0.015588741
6070,24.35,17.40%,0.005,0.1005655
6070 Sum,,,,0.1005655
6071,1.99,15.11%,0.001,0.001689311
6071 Sum,,,,0.001689311
6072,16.75,22.81%,0.0048,0.06206076
6072 Sum,,,,0.06206076
6073,6.7,5.37%,0.0057,0.036139197
6073 Sum,,,,0.036139197
6074,6.46,13.50%,0.0092,0.05140868
6074 Sum,,,,0.05140868
6075,21.63,3.80%,0.0086,0.178949316
6075 Sum,,,,0.178949316
6076,4.07,13.49%,0.007,0.024646699
6076 Sum,,,,0.024646699
6077,19.21,24.65%,0.0083,0.1201403005
6077 Sum,,,,0.1201403005
6078,16.19,11.27%,0.0021,0.0301673127
6078 Sum,,,,0.0301673127
6079,13.04,14.54%,0.0064,0.0713214976
6079 Sum,,,,0.0713214976
6080,3.31,25.22%,0.0034,0.0084157412
6080 Sum,,,,0.0084157412
6081,12.71,23.50%,0.0075,0.072923625
6081 Sum,,,,0.072923625
6082,21.81,37.58%,0.005,0.06806901
6082 Sum,,,,0.06806901
6083,18.44,28.83%,0.0005,0.006561874
6083 Sum,,,,0.006561874
6084,8.85,32.41%,0.0063,0.0376848045
6084 Sum,,,,0.0376848045
6085,5.18,0.53%,0.001,0.005152546
6085 Sum,,,,0.005152546
6086,4.56,4.23%,0.0062,0.0270760944
6086 Sum,,,,0.0270760944
6087,15.39,2.37%,0.0075,0.1126894275
6087 Sum,,,,0.1126894275
6088,12.22,22.13%,0.0099,0.0942055686
6088 Sum,,,,0.0942055686
6089,19.37,14.44%,0.0075,0.12429729
6089 Sum,,,,0.12429729
6090,13.01,16.39%,0.0054,0.0587393694
6090 Sum,,,,0.0587393694
6091,9.41,12.44%,0.0015,0.012359094
6091 Sum,,,,0.012359094
6092,12.4,19.95%,0.0097,0.09628414
6092 Sum,,,,0.09628414
6093,1.7,5.68%,0.0066,0.010582704
6093 Sum,,,,0.010582704
6094,4.84,22.19%,0.0051,0.0192066204
6094 Sum,,,,0.0192066204
6095,2.98,3.99%,0.0056,0.0160221488
6095 Sum,,,,0.0160221488
6096,15.58,17.51%,0.0022,0.0282742724
6096 Sum,,,,0.0282742724
6097,13.77,5.87%,0.002,0.025923402
6097 Sum,,,,0.025923402
6098,2.9,8.19%,0.0029,0.007721221
6098 Sum,,,,0.007721221
6099,15.56,15.05%,0.0024,0.031723728
6099 Sum,,,,0.031723728
6100,15.16,1.16%,0.0014,0.0209778016
6100 Sum,,,,0.0209778016
6101,6.59,12.45%,0.0094,0.054233723
6101 Sum,,,,0.054233723
6102,1.67,8.66%,0.0076,0.0115928728
6102 Sum,,,,0.0115928728
6103,19.49,26.06%,0.0028,0.0403505368
6103 Sum,,,,0.0403505368
6104,16.46,5.28%,0.0036,0.0561272832
6104 Sum,,,,0.0561272832
6105,15.11,15.04%,0.0009,0.0115537104
6105 Sum,,,,0.0115537104
6106,9.98,33.20%,0.0026,0.017333264
6106 Sum,,,,0.017333264
6107,19.8,8.40%,0.0037,0.06710616
6107 Sum,,,,0.06710616
6108,12.26,17.48%,0.0068,0.0687952736
6108 Sum,,,,0.0687952736
6109,7.58,39.63%,0.001,0.004576046
6109 Sum,,,,0.004576046
6110,12.38,33.85%,0.0081,0.066333897
6110 Sum,,,,0.066333897
6111,11.86,34.70%,0.0005,0.00387229
6111 Sum,,,,0.00387229
6112,20.25,9.50%,0.0023,0.042150375
6112 Sum,,,,0.042150375
6113,4.24,37.72%,0.0034,0.0089782848
6113 Sum,,,,0.0089782848
6114,24.59,18.31%,0.0088,0.1767706248
6114 Sum,,,,0.1767706248
6115,5.89,39.66%,0.0039,0.0138607014
6115 Sum,,,,0.0138607014
6116,14.56,25.05%,0.0068,0.074206496
6116 Sum,,,,0.074206496
6117,8.47,23.85%,0.005,0.032249525
6117 Sum,,,,0.032249525
6118,16.87,5.33%,0.006,0.095824974
6118 Sum,,,,0.095824974
6119,24.11,36.30%,0.0024,0.036859368
6119 Sum,,,,0.036859368
6120,9.38,27.61%,0.0034,0.0230866188
6120 Sum,,,,0.0230866188
6121,19.74,33.91%,0.0099,0.1291570434
6121 Sum,,,,0.1291570434
6122,16.04,17.67%,0.0037,0.0488612084
6122 Sum,,,,0.0488612084
6123,4.31,25.11%,0.0064,0.0206576576
6123 Sum,,,,0.0206576576
6124,21.42,23.66%,0.0073,0.1193698044
6124 Sum,,,,0.1193698044
6125,8.81,32.55%,0.002,0.01188469
6125 Sum,,,,0.01188469
6126,11.4,3.88%,0.0055,0.06026724
6126 Sum,,,,0.06026724
6127,23.09,3.77%,0.0086,0.1910877602
6127 Sum,,,,0.1910877602
6128,1.49,1.91%,0.0098,0.0143231018
6128 Sum,,,,0.0143231018
6129,5.92,21.76%,0.008,0.037054464
6129 Sum,,,,0.037054464
6130,19.15,3.36%,0.0094,0.173961664
6130 Sum,,,,0.173961664
6131,7.72,17.99%,0.0026,0.0164610472
6131 Sum,,,,0.0164610472
6132,6.82,29.38%,0.0055,0.026489562
6132 Sum,,,,0.026489562
6133,18.67,18.12%,0.0076,0.1161811696
6133 Sum,,,,0.1161811696
6134,24.79,21.85%,0.0085,0.1646737725
6134 Sum,,,,0.1646737725
6135,12.58,11.11%,0.0043,0.0480841566
6135 Sum,,,,0.0480841566
6136,6.28,36.32%,0.0003,0.0011997312
6136 Sum,,,,0.0011997312
6137,24.63,22.19%,0.0049,0.0939065547
6137 Sum,,,,0.0939065547
6138,20.52,33.09%,0.0078,0.1070934696
6138 Sum,,,,0.1070934696
6139,19.79,28.78%,0.0051,0.0718816338
6139 Sum,,,,0.0718816338
6140,20.74,17.10%,0.0013,0.022351498
6140 Sum,,,,0.022351498
6141,5.61,21.58%,0.001,0.004399362
6141 Sum,,,,0.004399362
6142,5.6,25.23%,0.002,0.00837424
6142 Sum,,,,0.00837424
6143,7.17,5.78%,0.0063,0.0425601162
6143 Sum,,,,0.0425601162
6144,6.68,0.33%,0.0032,0.0213054592
6144 Sum,,,,0.0213054592
6145,15.46,4.92%,0.0003,0.0044098104
6145 Sum,,,,0.0044098104
6146,16.12,3.72%,0.0093,0.1443391248
6146 Sum,,,,0.1443391248
6147,3.46,9.32%,0.0028,0.0087850784
6147 Sum,,,,0.0087850784
6148,12.14,20.20%,0.0074,0.071689128
6148 Sum,,,,0.071689128
6149,23.42,8.11%,0.0094,0.2022939972
6149 Sum,,,,0.2022939972
6150,16.42,17.06%,0.0069,0.0939693612
6150 Sum,,,,0.0939693612
6151,9.65,18.06%,0.0019,0.015023699
6151 Sum,,,,0.015023699
6152,19.46,29.26%,0.004,0.055064016
6152 Sum,,,,0.055064016
6153,12.72,27.14%,0.0007,0.0064874544
6153 Sum,,,,0.0064874544
6154,0.76,8.09%,0.0008,0.0005588128
6154 Sum,,,,0.0005588128
6155,6.03,1.60%,0.0006,0.003560112
6155 Sum,,,,0.003560112
6156,13.06,38.03%,0.0037,0.0299451434
6156 Sum,,,,0.0299451434
6157,19.59,3.25%,0.0032,0.06065064
6157 Sum,,,,0.06065064
6158,18.99,15.93%,0.0036,0.0574736148
6158 Sum,,,,0.0574736148
6159,12.25,13.39%,0.004,0.0424389
6159 Sum,,,,0.0424389
6160,11.2,34.64%,0.0021,0.015372672
6160 Sum,,,,0.015372672
6161,12.67,36.52%,0.004,0.032171664
6161 Sum,,,,0.032171664
6162,14.06,35.81%,0.004,0.036100456
6162 Sum,,,,0.036100456
6163,15.37,2.51%,0.0017,0.0254731621
6163 Sum,,,,0.0254731621
6164,0.33,34.32%,0.0002,0.0000433488
6164 Sum,,,,0.0000433488
6165,15.13,4.35%,0.0012,0.017366214
6165 Sum,,,,0.017366214
6166,13.03,36.55%,0.0068,0.056219238
6166 Sum,,,,0.056219238
6167,15.53,38.31%,0.0095,0.0910143415
6167 Sum,,,,0.0910143415
6168,21.51,34.86%,0.0002,0.0028023228
6168 Sum,,,,0.0028023228
6169,11.99,8.24%,0.0052,0.0572105248
6169 Sum,,,,0.0572105248
6170,15.18,20.32%,0.0074,0.0895061376
6170 Sum,,,,0.0895061376
6171,8.82,17.20%,0.0059,0.043087464
6171 Sum,,,,0.043087464
6172,17.08,39.10%,0.0061,0.063450492
6172 Sum,,,,0.063450492
6173,0.27,25.26%,0.0097,0.0019574406
6173 Sum,,,,0.0019574406
6174,15.21,16.67%,0.002,0.025348986
6174 Sum,,,,0.025348986
6175,18.44,26.63%,0.0088,0.1190589664
6175 Sum,,,,0.1190589664
6176,16.34,4.40%,0.006,0.09372624
6176 Sum,,,,0.09372624
6177,5.54,29.69%,0.0025,0.009737935
6177 Sum,,,,0.009737935
6178,10.23,2.25%,0.0022,0.021999615
6178 Sum,,,,0.021999615
6179,10.6,19.30%,0.003,0.0256626
6179 Sum,,,,0.0256626
6180,14.07,21.04%,0.0004,0.0044438688
6180 Sum,,,,0.0044438688
6181,24.65,15.95%,0.0099,0.2051114175
6181 Sum,,,,0.2051114175
6182,0.4,22.36%,0.0095,0.00295032
6182 Sum,,,,0.00295032
6183,15.66,20.86%,0.0073,0.0904712652
6183 Sum,,,,0.0904712652
6184,15.25,7.90%,0.0026,0.03651765
6184 Sum,,,,0.03651765
6185,14.38,18.32%,0.0022,0.0258402848
6185 Sum,,,,0.0258402848
6186,11.35,13.33%,0.0027,0.0265600215
6186 Sum,,,,0.0265600215
6187,22.72,14.54%,0.0015,0.029124768
6187 Sum,,,,0.029124768
6188,21.75,5.99%,0.0073,0.1492643775
6188 Sum,,,,0.1492643775
6189,19.98,0.15%,0.0008,0.015960024
6189 Sum,,,,0.015960024
6190,5.58,4.33%,0.0065,0.034699509
6190 Sum,,,,0.034699509
6191,1.76,23.82%,0.003,0.004022304
6191 Sum,,,,0.004022304
6192,24.28,7.92%,0.0059,0.1319064416
6192 Sum,,,,0.1319064416
6193,4.91,8.73%,0.0072,0.0322657704
6193 Sum,,,,0.0322657704
6194,11.03,28.36%,0.0084,0.0663758928
6194 Sum,,,,0.0663758928
6195,16.85,32.17%,0.0019,0.0217157745
6195 Sum,,,,0.0217157745
6196,5.06,14.02%,0.0031,0.0134868228
6196 Sum,,,,0.0134868228
6197,8.85,31.54%,0.0077,0.046652067
6197 Sum,,,,0.046652067
6198,22.45,29.68%,0.0006,0.009472104
6198 Sum,,,,0.009472104
6199,3.23,8.03%,0.0073,0.0216856063
6199 Sum,,,,0.0216856063
6200,23.87,2.55%,0.0063,0.1465462845
6200 Sum,,,,0.1465462845
6201,8.91,24.87%,0.0027,0.0180740241
6201 Sum,,,,0.0180740241
6202,14.98,8.86%,0.0097,0.1324318884
6202 Sum,,,,0.1324318884
6203,5.07,9.86%,0.0013,0.0059411274
6203 Sum,,,,0.0059411274
6204,23.35,19.44%,0.0088,0.165534688
6204 Sum,,,,0.165534688
6205,23.98,18.76%,0.0036,0.0701328672
6205 Sum,,,,0.0701328672
6206,2.28,20.91%,0.0002,0.0003606504
6206 Sum,,,,0.0003606504
6207,10.58,14.83%,0.0025,0.022527465
6207 Sum,,,,0.022527465
6208,24.92,30.98%,0.008,0.137598272
6208 Sum,,,,0.137598272
6209,15.39,3.81%,0.0066,0.0977040306
6209 Sum,,,,0.0977040306
6210,4.21,21.98%,0.0061,0.0200363162
6210 Sum,,,,0.0200363162
6211,7.5,16.69%,0.0052,0.0324909
6211 Sum,,,,0.0324909
6212,18.53,3.60%,0.0047,0.083955724
6212 Sum,,,,0.083955724
6213,3.91,10.14%,0.0043,0.0151081618
6213 Sum,,,,0.0151081618
6214,6.63,21.03%,0.0065,0.0340321215
6214 Sum,,,,0.0340321215
6215,24.35,35.60%,0.0082,0.12858748
6215 Sum,,,,0.12858748
6216,0.9,13.88%,0.0099,0.007673292
6216 Sum,,,,0.007673292
6217,3.41,24.98%,0.0008,0.0020465456
6217 Sum,,,,0.0020465456
6218,1.77,35.08%,0.0001,0.0001149084
6218 Sum,,,,0.0001149084
6219,5.41,10.52%,0.0072,0.0348542496
6219 Sum,,,,0.0348542496
6220,2.72,35.97%,0.0053,0.0092305648
6220 Sum,,,,0.0092305648
6221,9.88,23.19%,0.0052,0.0394619056
6221 Sum,,,,0.0394619056
6222,4.92,4.89%,0.0037,0.0173138244
6222 Sum,,,,0.0173138244
6223,5.72,35.46%,0.005,0.01845844
6223 Sum,,,,0.01845844
6224,13.64,17.89%,0.003,0.033599412
6224 Sum,,,,0.033599412
6225,13.45,21.87%,0.0081,0.0851187285
6225 Sum,,,,0.0851187285
6226,19.17,8.10%,0.0032,0.056375136
6226 Sum,,,,0.056375136
6227,17.14,32.04%,0.0088,0.1025054272
6227 Sum,,,,0.1025054272
6228,17.93,7.20%,0.0043,0.071547872
6228 Sum,,,,0.071547872
6229,22.34,12.23%,0.0022,0.0431371996
6229 Sum,,,,0.0431371996
6230,19,39.93%,0.0014,0.01597862
6230 Sum,,,,0.01597862
6231,10.03,32.77%,0.0034,0.0229267746
6231 Sum,,,,0.0229267746
6232,0.29,25.33%,0.0054,0.0011693322
6232 Sum,,,,0.0011693322
6233,14.93,26.83%,0.0012,0.0131091372
6233 Sum,,,,0.0131091372
6234,19.98,39.07%,0.0012,0.0146085768
6234 Sum,,,,0.0146085768
6235,0.55,4.66%,0.001,0.00052437
6235 Sum,,,,0.00052437
6236,21.85,28.26%,0.0015,0.023512785
6236 Sum,,,,0.023512785
6237,16.43,2.64%,0.0015,0.023994372
6237 Sum,,,,0.023994372
6238,8.07,32.85%,0.0083,0.0449777415
6238 Sum,,,,0.0449777415
6239,6.21,5.00%,0.0078,0.0460161
6239 Sum,,,,0.0460161
6240,11.5,17.18%,0.0077,0.07333711
6240 Sum,,,,0.07333711
6241,19.88,36.14%,0.0093,0.1180669224
6241 Sum,,,,0.1180669224
6242,5.81,35.43%,0.0056,0.0210084952
6242 Sum,,,,0.0210084952
6243,11.57,29.07%,0.0069,0.0566255469
6243 Sum,,,,0.0566255469
6244,5.44,17.19%,0.0003,0.0013514592
6244 Sum,,,,0.0013514592
6245,9.72,0.16%,0.0051,0.0494926848
6245 Sum,,,,0.0494926848
6246,7.03,2.52%,0.0068,0.0465993392
6246 Sum,,,,0.0465993392
6247,23.59,31.19%,0.0031,0.0503200649
6247 Sum,,,,0.0503200649
6248,24.77,35.74%,0.0043,0.0684439686
6248 Sum,,,,0.0684439686
6249,13.98,11.42%,0.0023,0.0284820132
6249 Sum,,,,0.0284820132
6250,0.52,12.94%,0.0067,0.0030331704
6250 Sum,,,,0.0030331704
6251,22.89,12.82%,0.0073,0.1456751646
6251 Sum,,,,0.1456751646
6252,6.99,29.86%,0.0093,0.0455959098
6252 Sum,,,,0.0455959098
6253,1.62,8.20%,0.0072,0.010707552
6253 Sum,,,,0.010707552
6254,7.56,35.60%,0.006,0.02921184
6254 Sum,,,,0.02921184
6255,8.76,19.36%,0.0004,0.0028256256
6255 Sum,,,,0.0028256256
6256,24.93,32.67%,0.0019,0.0318922011
6256 Sum,,,,0.0318922011
6257,11.99,31.69%,0.0059,0.0483231771
6257 Sum,,,,0.0483231771
6258,23.37,36.60%,0.0039,0.057784662
6258 Sum,,,,0.057784662
6259,20.92,20.52%,0.0054,0.0897869664
6259 Sum,,,,0.0897869664
6260,15.58,29.09%,0.0039,0.0430863342
6260 Sum,,,,0.0430863342
6261,17.98,23.52%,0.0042,0.0577546368
6261 Sum,,,,0.0577546368
6262,19.3,31.94%,0.0083,0.109025314
6262 Sum,,,,0.109025314
6263,13.28,10.82%,0.0004,0.0047372416
6263 Sum,,,,0.0047372416
6264,11.1,23.30%,0.0055,0.04682535
6264 Sum,,,,0.04682535
6265,16.79,21.98%,0.0058,0.0759774364
6265 Sum,,,,0.0759774364
6266,23.68,7.87%,0.0031,0.0676307904
6266 Sum,,,,0.0676307904
6267,9.1,27.58%,0.0031,0.020429682
6267 Sum,,,,0.020429682
6268,13.9,36.17%,0.0053,0.047023561
6268 Sum,,,,0.047023561
6269,11.23,34.83%,0.0065,0.0475708415
6269 Sum,,,,0.0475708415
